
English,Chinese Meanings,pos,word_with_pos,check_status,suggested_zh,notes
entrance,入口；入口；門口,n.,entrance (n.),OK,,
entrust,信託；委託,n.,entrust (n.),OK,,
entry,入場；參加,n.,entry (n.),OK,,
environment,環境,n.,environment (n.),OK,,
environmental,環境的,adj.,environmental (adj.),OK,,
envision,想像；展望,n.,envision (n.),OK,,
equal,平等的；均等的,adj.,equal (adj.),OK,,
equality,平等；相等,n.,equality (n.),OK,,
equip,裝備；裝備；配備,n.,equip (n.),OK,,
equipment,裝備；配；設備,n.,equipment (n.),OK,,
equity,公平；公正,n.,equity (n.),OK,,
equivalent,相等的；,adj.,equivalent (adj.),OK,,
erce,兇猛的；殘酷的；好鬥的ﬁ,adj.,erce (adj.),OK,,
error,錯誤；錯誤；失誤,n.,error (n.),OK,,
escort,護送；陪同,n.,escort (n.),OK,,
especially,尤其；格外；特別；尤其可缺的,adj.,especially (adj.),OK,,
essay,論文；散文,n.,essay (n.),OK,,
essence,本質；實質,n.,essence (n.),OK,,
essential,必要的；必要的；不,adj.,essential (adj.),OK,,
establish,創立；建立；設立,adj.,establish (adj.),OK,,
establishment,建立；,n.,establishment (n.),OK,,
estate,財產；資產,v.,estate (v.),OK,,
esteem,尊重；尊敬,n.,esteem (n.),OK,,
estimate,估算；估量；估計,v.,estimate (v.),OK,,
et,傳單；單張印刷,n.,et (n.),OK,,
eternal,永恆的；永久,adj.,eternal (adj.),OK,,
ethic,倫理；道德,adj.,ethic (adj.),OK,,
ethical,倫理的；道德,adj.,ethical (adj.),OK,,
ethics,倫理學；道德學,n.,ethics (n.),OK,,
etiquette,禮儀,n.,etiquette (n.),OK,,
evade,躲避；逃避,n.,evade (n.),OK,,
evaluate,估價；評價；評價,v.,evaluate (v.),OK,,
evaluation,估價；評價,n.,evaluation (n.),OK,,
evasive,逃避的；託辭的,adj.,evasive (adj.),OK,,
even,平的；平坦的；甚至；即使,adj.,even (adj.),OK,,
event,事件；事件；大事,n.,event (n.),OK,,
eventual,最終的；最後的,adj.,eventual (adj.),OK,,
eventually,終於,adv.,eventually (adv.),OK,,
ever,無論何時,n.,ever (n.),OK,,
everybody,每個人,n.,everybody (n.),OK,,
evidence,證據；證詞,n.,evidence (n.),OK,,
evident,明顯；明顯的；明白的,adj.,evident (adj.),OK,,
evoke,喚起；引起,n.,evoke (n.),OK,,
evolve,逐步形成；發展,n.,evolve (n.),OK,,
exact,正確的；精準的,adj.,exact (adj.),OK,,
exaggerate,誇大；誇,v.,exaggerate (v.),OK,,
exaggeration,誇大：,n.,exaggeration (n.),OK,,
exam,考試；測驗,n.,exam (n.),OK,,
examination,考試；測包括張,n.,examination (n.),OK,,
examine,檢驗；測試,n.,examine (n.),OK,,
examiner,主考人；檢查人施的執行者；行政官,n.,examiner (n.),OK,,
example,範例；示範,n.,example (n.),OK,,
exceed,超過；勝過,v.,exceed (v.),OK,,
excel,勝過；優於,n.,excel (n.),OK,,
excellent,出色的；傑出的甚至；連使平坦；卓越的,adj.,excellent (adj.),OK,,
except,除……之外,n.,except (n.),OK,,
exception,例外；例外；例外的人,n.,exception (n.),OK,,
excess,超越，超過過量的；額外的,adj.,excess (adj.),OK,,
exchange,交換；交換；調換交換；調換,n.,exchange (n.),OK,,
excite,刺激；使興奮,n.,excite (n.),OK,,
exciting,令人興奮的,adj.,exciting (adj.),OK,,
exclude,排除在外；不,n.,exclude (n.),OK,,
exclusion,排斥；排除在外誇張,n.,exclusion (n.),OK,,
exclusive,排外的；除外的；獨家,adj.,exclusive (adj.),OK,,
exclusively,專門地；專有地驗,adv.,exclusively (adv.),OK,,
excuse,藉口,n.,excuse (n.),OK,,
execute,實施；處死,n.,execute (n.),OK,,
executive,主管；行政人員；執行的；實,adj.,executive (adj.),OK,,
exercise,訓練；習題,v.,exercise (v.),OK,,
exert,運用；行使,n.,exert (n.),OK,,
exhibit,展示，陳列；展覽,n.,exhibit (n.),OK,,
exhibition,展覽；展覽；展示,n.,exhibition (n.),OK,,
exibility,靈活性；彈性決賽；期末考,n.,exibility (n.),OK,,
exist,存在；生存,n.,exist (n.),OK,,
existence,存在；存在；實在,n.,existence (n.),OK,,
exit,出口；出口；通道出,n.,exit (n.),OK,,
expand,展開；張開；擴展,n.,expand (n.),OK,,
expansion,擴展；擴明張；擴張,n.,expansion (n.),OK,,
expect,期待；預期；預料；預期,n.,expect (n.),OK,,
expectation,期待；預；期望,n.,expectation (n.),OK,,
expedite,迅速執行；促進,n.,expedite (n.),OK,,
expel,驅逐；趕走,n.,expel (n.),OK,,
expenditure,消費；支出接觸到,n.,expenditure (n.),OK,,
expense,費用；價錢；開銷；支出,n.,expense (n.),OK,,
expensive,高價的；,adj.,expensive (adj.),OK,,
experience,經驗；經驗；經,v.,experience (v.),OK,,
experiment,實驗；實驗；試驗進行實驗；試驗快遞的快遞；快運,n.,experiment (n.),OK,,
expert,專家；專家；能手熟練的；老練的,adj.,expert (adj.),OK,,
expertise,專門知識；專長,v.,expertise (v.),OK,,
expiration,終結；期滿,n.,expiration (n.),OK,,
expire,屆期；終止去；離去,n.,expire (n.),OK,,
explain,解釋；說明,n.,explain (n.),OK,,
explanation,解釋；說,n.,explanation (n.),OK,,
explode,爆發；爆炸,n.,explode (n.),OK,,
explore,探索；探險；挖掘,n.,explore (n.),OK,,
explorer,探險者,n.,explorer (n.),OK,,
explosion,爆發；爆炸,n.,explosion (n.),OK,,
export,輸出；出品,n.,export (n.),OK,,
expose,使暴露於；使期,n.,expose (n.),OK,,
exposure,暴露；暴露；揭露,n.,exposure (n.),OK,,
express,表達，陳述；表達；陳述,n.,express (n.),OK,,
expression,表達；表達；表示闊的,adj.,expression (adj.),OK,,
extend,延伸；延長，延伸,n.,extend (n.),OK,,
extension,伸展；伸長,n.,extension (n.),OK,,
extensive,廣大的；廣昂貴的,adj.,extensive (adj.),OK,,
extent,廣度；程度,n.,extent (n.),OK,,
extra,額外的,adj.,extra (adj.),OK,,
extract,抽出（物）；採掘,n.,extract (n.),OK,,
extracurricular,課外的,adj.,extracurricular (adj.),OK,,
extraordinary,異常；非凡的,adj.,extraordinary (adj.),OK,,
extremely,非常地,adv.,extremely (adv.),OK,,
fabric,布料；織布,adj.,fabric (adj.),OK,,
fabricate,製造；偽造,v.,fabricate (v.),OK,,
face,臉部；臉；面孔面向；正對親近,n.,face (n.),OK,,
facial,臉的；面部的；臉部的,adj.,facial (adj.),OK,,
facilitate,促進；幫助,v.,facilitate (v.),OK,,
facilitator,促進者；便,n.,facilitator (n.),OK,,
facility,設施；設施；配備,n.,facility (n.),OK,,
facto,因素；成因,n.,facto (n.),OK,,
factory,工廠,n.,factory (n.),OK,,
fail,失敗；失敗；不及格失醉時尚的敗；不及格,n.,fail (n.),OK,,
failure,失敗；挫敗,n.,failure (n.),OK,,
fair,公平；公平的公平地；,adv.,fair (adv.),OK,,
fairly,公平地；公正地,adv.,fairly (adv.),OK,,
faith,信念；信任運的公正地集市,n.,faith (n.),OK,,
faithful,忠實的；忠誠的,adj.,faithful (adj.),OK,,
fall down,跌倒；倒塌,phr.,fall down (phr.),OK,,
falter,蹣跚；踉蹌動搖；猶豫,n.,falter (n.),OK,,
fame,名譽,n.,fame (n.),OK,,
familiar,熟悉的；眾所周知的；的；特別的,adj.,familiar (adj.),OK,,
familiarity,熟悉；通曉,n.,familiarity (n.),OK,,
familiarize,使熟悉；使熟悉的,adj.,familiarize (adj.),OK,,
famous,著名的,adj.,famous (adj.),OK,,
fan,崇拜者,n.,fan (n.),OK,,
fancy,幻想,n.,fancy (n.),OK,,
fantastic,空想的,adj.,fantastic (adj.),OK,,
faraway,遙遠,n.,faraway (n.),OK,,
fare,票價；票價過活；遭遇,n.,fare (n.),OK,,
farewell,告別；告別辭,n.,farewell (n.),OK,,
farm,農場,n.,farm (n.),OK,,
fascinate,迷住；使神,v.,fascinate (v.),OK,,
fascination,魅力；陶,n.,fascination (n.),OK,,
fashion,時尚；流行；時髦,n.,fashion (n.),OK,,
fashionable,流行的；,adj.,fashionable (adj.),OK,,
fast,快速的；迅速的,adj.,fast (adj.),OK,,
fasten,紮牢；繫緊,v.,fasten (v.),OK,,
fatal,命運的；決定命,adj.,fatal (adj.),OK,,
fate,命運；天命命定；注定,v.,fate (v.),OK,,
father-in-law,岳父,phr.,father-in-law (phr.),OK,,
fatigue,疲勞；勞累疲勞,n.,fatigue (n.),OK,,
faucet,水龍頭,n.,faucet (n.),OK,,
fault,錯誤；失誤美的,adj.,fault (adj.),OK,,
faulty,有缺點的；不完,adj.,faulty (adj.),OK,,
favor,幫助；善意的行為支持；擁護,n.,favor (n.),OK,,
favorable,贊同的；稱讚的,adj.,favorable (adj.),OK,,
favorite,喜愛的；喜歡；最喜歡的,adj.,favorite (adj.),OK,,
fax,傳真,n.,fax (n.),OK,,
fear,恐懼；恐懼；害怕害,n.,fear (n.),OK,,
feasibility,可行性；可,n.,feasibility (n.),OK,,
feasible,可行的；可實,adj.,feasible (adj.),OK,,
feast,宴會；盛宴；筵席,n.,feast (n.),OK,,
feast for sb.／sth.,盛宴,phr.,feast for sb.／sth. (phr.),OK,,
feat,功績；業績,n.,feat (n.),OK,,
feature,特徵；特色以……為特色；是……的特色,n.,feature (n.),OK,,
federal,國家的；聯邦的燒；高度興奮,adj.,federal (adj.),OK,,
fee,酬勞；服務費；酬金；服務費付費,n.,fee (n.),OK,,
feed,飼料；牧草餵；飼養,v.,feed (v.),OK,,
feedback,回饋；回饋意見,n.,feedback (n.),OK,,
feel,感受；體會,v.,feel (v.),OK,,
feet／foot,足部,n.,feet／foot (n.),OK,,
fellow,同伴的；同事的傢伙；人,adj.,fellow (adj.),OK,,
fellowship,夥伴關係；交情,n.,fellowship (n.),OK,,
female,女性；女性女性的,adj.,female (adj.),OK,,
feminine,女性的；婦,adj.,feminine (adj.),OK,,
ferry,渡過；運送擺,n.,ferry (n.),OK,,
fertility,肥沃；豐富,n.,fertility (n.),OK,,
fertilize,使肥沃；施肥,v.,fertilize (v.),OK,,
fertilizer,肥料,n.,fertilizer (n.),OK,,
festival,節日；節日節日的,adj.,festival (adj.),OK,,
fetch,拿來；拿給,n.,fetch (n.),OK,,
fever,發燒，發熱發,n.,fever (n.),OK,,
fierce,激烈,n.,fierce (n.),OK,,
figure,數字,n.,figure (n.),OK,,
file,檔案；卷宗,n.,file (n.),OK,,
fill,填滿,n.,fill (n.),OK,,
fill out,填寫,phr.,fill out (phr.),OK,,
final,最終的,adj.,final (adj.),OK,,
financial,金融,adj.,financial (adj.),OK,,
find,發現；找到,v.,find (v.),OK,,
fine,良好,n.,fine (n.),OK,,
finish,完成；終止,adj.,finish (adj.),OK,,
firework,煙火,n.,firework (n.),OK,,
first,最初,n.,first (n.),OK,,
five,五,adj.,five (adj.),OK,,
flame,火焰,n.,flame (n.),OK,,
flat,平坦的,adj.,flat (adj.),OK,,
flavor,喜好的,adj.,flavor (adj.),OK,,
flexible,靈活的；有彈性的,adj.,flexible (adj.),OK,,
float,漂浮,n.,float (n.),OK,,
float sb.’s boat,賓至如歸,phr.,float sb.’s boat (phr.),OK,,
floor,地板,n.,floor (n.),OK,,
floor plan,樓層平面圖,phr.,floor plan (phr.),OK,,
flooring,鋪地材料,v.,flooring (v.),OK,,
fluent,流利,n.,fluent (n.),OK,,
flush,紅暈,n.,flush (n.),OK,,
flying saucer,飛碟,phr.,flying saucer (phr.),OK,,
focus,焦點；焦距聚；焦點；集中,n.,focus (n.),OK,,
fold,折；折疊,n.,fold (n.),OK,,
folder,資料夾,n.,folder (n.),OK,,
follow,跟隨；關注,n.,follow (n.),OK,,
follower,跟隨者,n.,follower (n.),OK,,
following,跟隨,v.,following (v.),OK,,
football,足球,n.,football (n.),OK,,
forbidden,禁止,v.,forbidden (v.),OK,,
force,迫使,n.,force (n.),OK,,
forecast,預報；預測,n.,forecast (n.),OK,,
foreign,外國的；陌生的,adj.,foreign (adj.),OK,,
foremost,最前的；最先的首先,adj.,foremost (adj.),OK,,
foresee,預見；預知,v.,foresee (v.),OK,,
forget,遺忘,v.,forget (v.),OK,,
form,形狀；外形形,n.,form (n.),OK,,
formal,正式的；正式的；禮節,adj.,formal (adj.),OK,,
format,格式,n.,format (n.),OK,,
formatted,格式化了的,adj.,formatted (adj.),OK,,
formula,公式；配方,n.,formula (n.),OK,,
formulate,使公式化；用公式表示,v.,formulate (v.),OK,,
forth,往前,n.,forth (n.),OK,,
fortunate,幸運；幸運的；僥,adj.,fortunate (adj.),OK,,
fortunately,幸運地；僥倖地,adv.,fortunately (adv.),OK,,
fortune,財產；好運,n.,fortune (n.),OK,,
forum,討論會；論壇,n.,forum (n.),OK,,
forward,向前；向前前面,n.,forward (n.),OK,,
found,創立,n.,found (n.),OK,,
foundation,基礎；建立；創,n.,foundation (n.),OK,,
founder,創辦人,n.,founder (n.),OK,,
fountain,噴水池,n.,fountain (n.),OK,,
fourth,第四；四分之一,n.,fourth (n.),OK,,
fraction,片段；碎片,n.,fraction (n.),OK,,
frame,架構；骨架,n.,frame (n.),OK,,
framework,構造；機構加油工作；運行,n.,framework (n.),OK,,
franchise,特許經銷權；公民權成；構成,v.,franchise (v.),OK,,
franchisor,特許授予人,n.,franchisor (n.),OK,,
frank,坦白的；直率的,adj.,frank (adj.),OK,,
frankly,率直地；坦白上的,adj.,frankly (adj.),OK,,
fraud,欺騙；詭計,n.,fraud (n.),OK,,
fraudulent,欺詐的；欺,adj.,fraudulent (adj.),OK,,
free,自由的；免費的；自由的；免費的免費地；無約束地使自由；解放,adj.,free (adj.),OK,,
freedom,自由,n.,freedom (n.),OK,,
freeway,高速公路,n.,freeway (n.),OK,,
freight,貨物裝貨於；運輸,n.,freight (n.),OK,,
frequency,頻率,n.,frequency (n.),OK,,
frequent,頻繁的的轉交；發送,n.,frequent (n.),OK,,
frequently,頻繁地,adv.,frequently (adv.),OK,,
fresh,新增的；新鮮的,adj.,fresh (adj.),OK,,
friendly,友善的,adj.,friendly (adj.),OK,,
friendship,友誼,n.,friendship (n.),OK,,
frighten,驚恐；害怕,v.,frighten (v.),OK,,
front desk,櫃檯,phr.,front desk (phr.),OK,,
frown,皺眉,n.,frown (n.),OK,,
frustrated,沮喪,v.,frustrated (v.),OK,,
frustration,挫折,n.,frustration (n.),OK,,
fuel,燃料；燃料加燃料；辦；基金會,n.,fuel (n.),OK,,
fueled,加燃料的,adj.,fueled (adj.),OK,,
fulfilling,完成,v.,fulfilling (v.),OK,,
fun,有趣的；令人愉快的,adj.,fun (adj.),OK,,
function,功能；功能；作用建造；塑造,n.,function (n.),OK,,
functioning,運作的,adj.,functioning (adj.),OK,,
fund,基金；資金,n.,fund (n.),OK,,
fundamental,基本的；基礎的；根本的基本原則,adj.,fundamental (adj.),OK,,
funding,資金；基金,v.,funding (v.),OK,,
fundraiser,資金籌集人,n.,fundraiser (n.),OK,,
furnish,配置家具,adj.,furnish (adj.),OK,,
furniture,傢俱；設備,n.,furniture (n.),OK,,
further,促進；更遠的更遠地促進；助長G,n.,further (n.),Possible error,促進；更遠的更遠地促進；助長,English letters present in Chinese meaning
future,未來,n.,future (n.),OK,,
gain,獲得,n.,gain (n.),OK,,
gamble,賭博；打賭賭博；打賭,n.,gamble (n.),OK,,
gap,差距；裂開缺口；隔閡,n.,gap (n.),OK,,
garbage,垃圾；垃圾；廢話,n.,garbage (n.),OK,,
garlic,大蒜,adj.,garlic (adj.),OK,,
garment,服裝；衣著,n.,garment (n.),OK,,
gas,氣體；瓦斯；瓦斯,n.,gas (n.),OK,,
gasoline,汽油,n.,gasoline (n.),OK,,
gate,大門；柵欄門,v.,gate (v.),OK,,
gatekeeper,看門人；,n.,gatekeeper (n.),OK,,
gather,收集；召集,n.,gather (n.),OK,,
gathering,集會；聚集,v.,gathering (v.),OK,,
gaze,注視,n.,gaze (n.),OK,,
gear,工具；設備使適應；使適合,n.,gear (n.),OK,,
gender,性別,n.,gender (n.),OK,,
general,普通的；一般的,adj.,general (adj.),OK,,
generally,大致上;普遍地；大致上；普遍地；通常；一般地,adv.,generally (adv.),OK,,
generate,產生；發生,v.,generate (v.),OK,,
generation,世代；世代；一代,n.,generation (n.),OK,,
generosity,慷慨；大方,n.,generosity (n.),OK,,
generous,慷慨的,adj.,generous (adj.),OK,,
genius,天才；天資,n.,genius (n.),OK,,
gentle,溫和的；紳士的,adj.,gentle (adj.),OK,,
gentleman,紳士,n.,gentleman (n.),OK,,
genuine,真正；真誠的；不造作的,adj.,genuine (adj.),OK,,
geographic,地理學的；地理的,adj.,geographic (adj.),OK,,
geography,地理；地理學守門員,n.,geography (n.),OK,,
germ,微生物；細菌,n.,germ (n.),OK,,
gesture,姿勢；手勢,n.,gesture (n.),OK,,
get together,聚會,phr.,get together (phr.),OK,,
getaway,逃走；起步聚集；收穫量,n.,getaway (n.),OK,,
ght,戰鬥；打鬥戰,n.,ght (n.),OK,,
giant,巨人巨人般的；巨大的,adj.,giant (adj.),OK,,
gift,禮物；天賦,n.,gift (n.),OK,,
gift-wrap,用包裝紙包,phr.,gift-wrap (phr.),OK,,
gifted,有天資的；有天,adj.,gifted (adj.),OK,,
gigantic,巨大,adj.,gigantic (adj.),OK,,
ginger,薑絲,n.,ginger (n.),OK,,
give,提供；給,v.,give (v.),OK,,
give away,拋棄,phr.,give away (phr.),OK,,
glamor,魅力；魔力,n.,glamor (n.),OK,,
glance,掃視；瞥見賦的,adj.,glance (adj.),OK,,
glitch,小故障；失靈,n.,glitch (n.),OK,,
global,全球；球狀的；全世界的,adj.,global (adj.),OK,,
globe,球狀物；地球,n.,globe (n.),OK,,
gloom,黑暗；陰暗抓；握,n.,gloom (n.),OK,,
glorify,讚美；美化,v.,glorify (v.),OK,,
glory,光榮；榮譽,n.,glory (n.),OK,,
glossary,詞彙表；術,n.,glossary (n.),OK,,
glove,手套,n.,glove (n.),OK,,
glow,發光；發光；發熱,n.,glow (n.),OK,,
goal,目標,adj.,goal (adj.),OK,,
golf,高爾夫球,n.,golf (n.),OK,,
goods,貨物,n.,goods (n.),OK,,
goodwill,善意；好心,n.,goodwill (n.),OK,,
gorgeous,燦爛的；華麗的,adj.,gorgeous (adj.),OK,,
gossip,流言；閒話；聊天閒聊,n.,gossip (n.),OK,,
govern,治理；統治；管理,n.,govern (n.),OK,,
government,政府,n.,government (n.),OK,,
grab,抓取；拾取,n.,grab (n.),OK,,
grace,優雅,n.,grace (n.),OK,,
graceful,優雅的裝,adj.,graceful (adj.),OK,,
grade,成績；等級,n.,grade (n.),OK,,
gradual,逐漸的；逐步,adj.,gradual (adj.),OK,,
gradually,漸漸地；逐漸地,adv.,gradually (adv.),OK,,
graduate,准予畢業；授與學位的；畢業生,adj.,graduate (adj.),OK,,
grain,糧食,n.,grain (n.),OK,,
grand,雄偉的；堂皇的,adj.,grand (adj.),OK,,
grant,同意；允許使暗；使陰沉,n.,grant (n.),OK,,
grapefruit,柚子,n.,grapefruit (n.),OK,,
graph,圖表；圖解,n.,graph (n.),OK,,
grasp,抓牢；握緊；掌握,n.,grasp (n.),OK,,
grateful,感激的；感謝,adj.,grateful (adj.),OK,,
gratitude,感恩；感謝；感謝,n.,gratitude (n.),OK,,
gratuity,賞錢；小費,n.,gratuity (n.),OK,,
gravity,重力；引力,n.,gravity (n.),OK,,
great,極好的,adj.,great (adj.),OK,,
greed,貪心,v.,greed (v.),OK,,
greenhouse,溫室；暖房,n.,greenhouse (n.),OK,,
greeting,問候；招呼,v.,greeting (v.),OK,,
grin,露齒而笑；齜牙咧嘴,n.,grin (n.),OK,,
grip,緊握；夾住,n.,grip (n.),OK,,
grocer,食品雜貨商,n.,grocer (n.),OK,,
grocery,食品雜貨店,n.,grocery (n.),OK,,
groom,新郎打扮；,n.,groom (n.),OK,,
gross,總的；顯著的G總額；總量,adj.,gross (adj.),Possible error,總的；顯著的總額；總量,English letters present in Chinese meaning
ground,地面；地面；土地,adv.,ground (adv.),OK,,
groundbreaking,開創,v.,groundbreaking (v.),OK,,
group,群組,n.,group (n.),OK,,
grow,成長,v.,grow (v.),OK,,
growth,成長；發育；發展,n.,growth (n.),OK,,
grub,挖掘,n.,grub (n.),OK,,
guarantee,保證；保,v.,guarantee (v.),OK,,
guard,哨兵；衛兵防範；警惕；守衛,n.,guard (n.),OK,,
guardian,守護者；管理員；監護人,n.,guardian (n.),OK,,
guess,猜測；臆測,n.,guess (n.),OK,,
guest,賓客；賓客；客人,n.,guest (n.),OK,,
guidance,引領；帶領；領導,n.,guidance (n.),OK,,
