English,Chinese Meanings,pos,word_with_pos,check_status,suggested_zh,notes,ecdict_zh,ecdict_pos
especially,尤其；格外；特別；尤其可缺的,adj.,especially (adj.),OK,,,"adv. 尤其, 特别, 格外",
essay,論文；散文,n.,essay (n.),OK,,,"n. 随笔, 短文, 评论, 企图\nvt. 试图",
essence,本質；實質,n.,essence (n.),OK,,,"n. 实质, 本质, 香精\n[化] 香精",
essential,必要的；必要的；不,adj.,essential (adj.),OK,,,"n. 要素, 要点, 本质\na. 必要的, 重要的, 本质的\n[计] 本质冒险",
establish,創立；建立；設立,adj.,establish (adj.),OK,,,"vt. 建立, 确立, 制定\nvi. 移植生长",
establishment,建立；,n.,establishment (n.),OK,,,"n. 确立, 制定, 设施\n[经] 企业, 公司, 商店",
estate,財產；資產,v.,estate (v.),OK,,,"n. 不动产, (人生的)阶段, 阶层, 财产\n[经] 房地产, 遗产, 财产",
esteem,尊重；尊敬,n.,esteem (n.),OK,,,"n. 尊敬, 尊重\nvt. 尊敬, 尊重, 认为",
estimate,估算；估量；估計,v.,estimate (v.),OK,,,"n. 估计, 判断\nvt. 估计, 评价, 判断\nvi. 估计",
et,傳單；單張印刷,n.,et (n.),OK,,,[化] 乙基,
eternal,永恆的；永久,adj.,eternal (adj.),OK,,,"a. 永恒的, 永远的, 不灭的",
ethic,倫理；道德,adj.,ethic (adj.),OK,,,"n. 道德规范, 伦理",
ethical,倫理的；道德,adj.,ethical (adj.),OK,,,"a. 伦理的, 民族的, 民族特有的\n[医] 伦理的, 道德的",
ethics,倫理學；道德學,n.,ethics (n.),OK,,,n. 道德规范\n[医] 伦理学,
etiquette,禮儀,n.,etiquette (n.),OK,,,"n. 礼仪, 礼节, 成规\n[法] 规则, 成规, 礼节",
evade,躲避；逃避,n.,evade (n.),OK,,,"v. (巧妙地)逃脱, 规避, 逃避",
evaluate,估價；評價；評價,v.,evaluate (v.),OK,,,"vt. 评估, 评价, 赋值",
evaluation,估價；評價,n.,evaluation (n.),OK,,,"n. 评估, 估价, 求值\n[计] 鉴定; 评价; 求值",
evasive,逃避的；託辭的,adj.,evasive (adj.),OK,,,"a. 逃避的, 回避的, 托辞的\n[法] 逃避的, 规避的, 推托的",
even,平的；平坦的；甚至；即使,adj.,even (adj.),OK,,,"a. 平坦的, 相等的, 连贯的, 均等的, 公平的, 偶数的, 平均的, 平衡的, 恰好的\nvt. 使平坦, 使相等\nvi. 变平, 成为相等\nadv. 甚至, 实际上, 完全, 十分\nn. 偶数, 偶校验\n[计] 偶数, 偶校验",
event,事件；事件；大事,n.,event (n.),OK,,,"n. 事件, 结果, 事情的进程, 竞赛项目\n[计] 事件",
eventual,最終的；最後的,adj.,eventual (adj.),OK,,,"a. 最后的, 终于的",
eventually,終於,adv.,eventually (adv.),OK,,,"adv. 最后, 终于",
ever,無論何時,n.,ever (n.),OK,,,"adv. 曾经, 究竟, 永远",
everybody,每個人,n.,everybody (n.),OK,,,"pron. 每个人, 人人",
evidence,證據；證詞,n.,evidence (n.),OK,,,"n. 根据, 证据, 迹象\n[经] 证据, 凭证",
evident,明顯；明顯的；明白的,adj.,evident (adj.),OK,,,"a. 显然的, 明显的",
evoke,喚起；引起,n.,evoke (n.),OK,,,"vt. 唤起, 引起, 召(魂)\n[法] 提审, 移送",
evolve,逐步形成；發展,n.,evolve (n.),OK,,,"vi. 进展, 进化, 展开\nvt. 使发展, 使推断出, 使进化",
exact,正確的；精準的,adj.,exact (adj.),OK,,,"a. 精确的, 准确的, 精密的\nvt. 强求, 急需",
exaggerate,誇大；誇,v.,exaggerate (v.),OK,,,"v. 夸大, 夸张",
exaggeration,誇大：,n.,exaggeration (n.),OK,,,"n. 夸张, 夸大的事物, 夸大之词",
exam,考試；測驗,n.,exam (n.),OK,,,"n. 考试, 测验",
examination,考試；測包括張,n.,examination (n.),OK,,,"n. 考试, 测验, 审查\n[医] 检查, 诊察",
examine,檢驗；測試,n.,examine (n.),OK,,,"v. 检查, 调查, 考试",
examiner,主考人；檢查人施的執行者；行政官,n.,examiner (n.),OK,,,"n. 检查人, 审查人, 主考者\n[化] 检验人; 验收员",
example,範例；示範,n.,example (n.),OK,,,"n. 例子, 样本, 实例\n[化] 实例",
exceed,超過；勝過,v.,exceed (v.),OK,,,"vt. 超过, 超越, 胜过\nvi. 超过其他",
excel,勝過；優於,n.,excel (n.),OK,,,"vt. 胜过, 优于, 擅长\nvi. 胜过其他",
excellent,出色的；傑出的甚至；連使平坦；卓越的,adj.,excellent (adj.),OK,,,"a. 优良的, 杰出的, 出色的",
except,除……之外,n.,except (n.),OK,,,"vt. 除, 除外\nvi. 反对\nprep. 除了...之外, 若不是, 除非\nconj. 只是",
exception,例外；例外；例外的人,n.,exception (n.),OK,,,"n. 例外, 除外, 异议\n[计] 例外; 异常",
excess,超越，超過過量的；額外的,adj.,excess (adj.),OK,,,"n. 过度, 剩于, 超过, 超额\na. 过量的, 额外的",
exchange,交換；交換；調換交換；調換,n.,exchange (n.),OK,,,"n. 交换, (电话)交换局, 交换机, 汇兑, 交易所\nv. 交换, 交易, 兑换\n[计] 交换; 电话局",
excite,刺激；使興奮,n.,excite (n.),OK,,,"vt. 刺激, 使兴奋, 激励",
exciting,令人興奮的,adj.,exciting (adj.),OK,,,"a. 令人兴奋的, 刺激的\n[电] 激磁",
exclude,排除在外；不,n.,exclude (n.),OK,,,"vt. 除外, 排除, 排斥\n[医] 除外(诊断)",
exclusion,排斥；排除在外誇張,n.,exclusion (n.),OK,,,"n. 排除, 除外, 逐出\n[医] 排除, 除外, 分离术",
exclusive,排外的；除外的；獨家,adj.,exclusive (adj.),OK,,,"a. 排外的, 独占的, 唯一的\n[计] 独占的",
exclusively,專門地；專有地驗,adv.,exclusively (adv.),OK,,,"adv. 排他地, 仅仅, 专门, 只, 仅, 唯一地, 专有地",
excuse,藉口,n.,excuse (n.),OK,,,"vt. 原谅, 申辩, 做为...的托辞\nn. 致歉, 理由, 饶恕, 借口",
execute,實施；處死,n.,execute (n.),OK,,,"vt. 执行, 实行, 完成, 处死, 制成\n[计] 执行",
executive,主管；行政人員；執行的；實,adj.,executive (adj.),OK,,,"n. 执行部门, 执行委员会, 执行者, 经理主管人员\na. 执行的, 善于执行的, 善于经营的\n[计] 执行程序",
exercise,訓練；習題,v.,exercise (v.),OK,,,"n. 行使, 执行, 运动, 练习, 作业\nvt. 运用, 练习, 运动\nvi. 练习, 锻炼",
exert,運用；行使,n.,exert (n.),OK,,,"vt. 发挥, 运用, 施以影响\n[法] 施加, 产生, 行使",
exhibit,展示，陳列；展覽,n.,exhibit (n.),OK,,,"n. 显示, 显现, 展览品, 陈列品, 展览\nvt. 展现, 陈列, 展览\nvi. 开展览会",
exhibition,展覽；展覽；展示,n.,exhibition (n.),OK,,,"n. 表现, 展览会, 展览品\n[医] 投药, 展览, 展出",
exibility,靈活性；彈性決賽；期末考,n.,exibility (n.),OK,,,,
exist,存在；生存,n.,exist (n.),OK,,,"vi. 存在, 生存, 发生",
existence,存在；存在；實在,n.,existence (n.),OK,,,"n. 存在, 生存\n[法] 存在, 存在状态, 实体",
exit,出口；出口；通道出,n.,exit (n.),OK,,,"n. 出口, 退场, 离去, 去世\nvi. 退出, 脱离, 去世\n[计] 退出; DOS内部命令:本命令用于退出当前的命令处理器(COMMAND.COM)\n恢复前一个命令处理器",
expand,展開；張開；擴展,n.,expand (n.),OK,,,"vt. 使膨胀, 详述, 扩张\nvi. 张开, 发展\nvt. 展开\nvi. 展开\n[计] 展开; DOS外部命令:将原始DOS磁盘上的压缩文件解压缩并拷贝到硬盘上",
expansion,擴展；擴明張；擴張,n.,expansion (n.),OK,,,"n. 扩充, 开展, 膨胀\n[计] 扩展",
expect,期待；預期；預料；預期,n.,expect (n.),OK,,,"vt. 预期, 盼望, 期待",
expectation,期待；預；期望,n.,expectation (n.),OK,,,"n. 期待, 指望, 展望\n[化] 期望值",
expedite,迅速執行；促進,n.,expedite (n.),OK,,,"vt. 加快, 促进, 发出\na. 畅通的, 无阻碍的, 迅速的, 方便的",
expel,驅逐；趕走,n.,expel (n.),OK,,,"vt. 驱逐, 逐出, 排出, 开除\n[医] 排除, 迫出",
expenditure,消費；支出接觸到,n.,expenditure (n.),OK,,,"n. 开支, 费用, 用光, 消费额\n[经] 支出, 费用, 消费",
expense,費用；價錢；開銷；支出,n.,expense (n.),OK,,,"n. 费用, 代价, 开支, 损失\n[经] 费用, 开支, 将支出转为费用",
expensive,高價的；,adj.,expensive (adj.),OK,,,"a. 贵的, 奢华的, 费用浩大的, 乱化钱的\n[经] 高价的, 昂贵的, 浪费的",
experience,經驗；經驗；經,v.,experience (v.),OK,,,"n. 经历, 经验, 体验\nvt. 经历, 经验, 体验",
experiment,實驗；實驗；試驗進行實驗；試驗快遞的快遞；快運,n.,experiment (n.),OK,,,"n. 实验, 试验, 实验仪器\nvi. 实验, 尝试",
expert,專家；專家；能手熟練的；老練的,adj.,expert (adj.),OK,,,"n. 专家, 行家\na. 老练的, 内行的, 专门的\n[计] 高级",
expertise,專門知識；專長,v.,expertise (v.),OK,,,"n. 专家意见, 专门技术\n[法] 专门知识, 专家意见",
expiration,終結；期滿,n.,expiration (n.),OK,,,"n. 终止, 满期, 呼出, 呼气\n[医] 呼[气], 断气, 死亡",
expire,屆期；終止去；離去,n.,expire (n.),OK,,,"vi. 期满, 呼气, 断气\nvt. 呼出",
explain,解釋；說明,n.,explain (n.),OK,,,"v. 解释, 说明",
explanation,解釋；說,n.,explanation (n.),OK,,,"n. 解释, 说明, 辩解, 表明\n[经] 解释, 注释, 说明",
explode,爆發；爆炸,n.,explode (n.),OK,,,"vi. 爆炸, 爆发, 激增\nvt. 使爆炸",
explore,探索；探險；挖掘,n.,explore (n.),OK,,,"v. 探险, 探测, 探究",
explorer,探險者,n.,explorer (n.),OK,,,"n. 探险家, 探测者, 勘探器\n[医] 探察器",
explosion,爆發；爆炸,n.,explosion (n.),OK,,,"n. 爆发, 激增, 爆炸(声)\n[化] 爆炸",
export,輸出；出品,n.,export (n.),OK,,,"n. 输出品, 输出\nvt. 输出, 出口\nvi. 输出物资\n[计] 导出",
expose,使暴露於；使期,n.,expose (n.),OK,,,"vt. 使暴露, 使曝光, 揭穿, 陈列\n[医] 暴露, 露置",
exposure,暴露；暴露；揭露,n.,exposure (n.),OK,,,"n. 暴露, 揭发, 揭露\n[化] 曝光量; 照射; 照射量",
express,表達，陳述；表達；陳述,n.,express (n.),OK,,,"n. 快车, 快递, 专使\na. 明确的, 丝毫不差的, 专门的, 快的\nvt. 表达, 表示, 表露",
expression,表達；表達；表示闊的,adj.,expression (adj.),OK,,,"n. 表达, 表现, 词语, 措辞\n[计] 表达式",
extend,延伸；延長，延伸,n.,extend (n.),OK,,,"v. 扩充, 延伸, 伸展, 扩大\n[计] 扩展",
extension,伸展；伸長,n.,extension (n.),OK,,,"n. 延长, 扩充, 范围, 扩展名\na. 伸缩的\n[计] 扩展名, 扩充名",
extensive,廣大的；廣昂貴的,adj.,extensive (adj.),OK,,,"a. 广的, 广泛的, 多方面的\n[经] 广大的, 扩大的",
extent,廣度；程度,n.,extent (n.),OK,,,"n. 范围, 程度, 区域\n[计] 范围",
extra,額外的,adj.,extra (adj.),OK,,,"n. 额外的事物, 另外的收费\na. 额外的, 特别的\nadv. 额外地, 特别地, 非常地",
extract,抽出（物）；採掘,n.,extract (n.),OK,,,"n. 榨出物, 精汁, 摘录, 选段\nvt. (费力地)取出, 采掘, 榨取, 摘录, 吸取\n[计] 提取",
extracurricular,課外的,adj.,extracurricular (adj.),OK,,,"a. 课外的, 业余的",
extraordinary,異常；非凡的,adj.,extraordinary (adj.),OK,,,"a. 非常的, 特别的, 非凡的\n[经] 非常的, 特别的, 临时的",
extremely,非常地,adv.,extremely (adv.),OK,,,"adv. 极端地, 非常地",
fabric,布料；織布,adj.,fabric (adj.),OK,,,"n. 织物, 布, 结构, 构造, 建筑物\n[经] 组织, 建筑物, 工厂",
fabricate,製造；偽造,v.,fabricate (v.),OK,,,"vt. 制造, 建造, 装配, 伪造",
face,臉部；臉；面孔面向；正對親近,n.,face (n.),OK,,,"n. 脸, 面容, 正面, 外观\nvt. 面对, 朝, 正视, 面临\nvi. 朝, 向\n[计] 现场可改变的控制元件",
facial,臉的；面部的；臉部的,adj.,facial (adj.),OK,,,"n. 美颜, 脸部按摩\na. 脸的, 表面的, 脸部用的",
facilitate,促進；幫助,v.,facilitate (v.),OK,,,"vt. 使容易, 促进, 帮助\n[法] 使容易, 使便利, 推进",
facilitator,促進者；便,n.,facilitator (n.),OK,,,n. 服务商；促进者,
facility,設施；設施；配備,n.,facility (n.),OK,,,"n. 容易, 灵巧, 设备\n[计] 设施; 设备; 装备",
facto,因素；成因,n.,facto (n.),OK,,,"[法] 实际上, 事实上",
factory,工廠,n.,factory (n.),OK,,,"n. 工厂, 产生地, 代理店\n[经] 工厂, 代理店, 商行在国外的代理处",
fail,失敗；失敗；不及格失醉時尚的敗；不及格,n.,fail (n.),OK,,,"vi. 失败, 缺乏, 中断, 衰退, 失灵\nvt. 忘记, 使...失望, 缺乏, 不及格\nn. 不及格",
failure,失敗；挫敗,n.,failure (n.),OK,,,"n. 失败, 失败者, 不足, 缺乏, 破产\n[计] 故障; 失效",
fair,公平；公平的公平地；,adv.,fair (adv.),OK,,,"n. 展览会, 市集, 美好的事物\na. 公平的, 按规则进行的, 不好不坏的, 晴朗的, 美丽的\nadv. 公平地, 正面地, 有教养地, 清楚地\nvi. 转晴",
fairly,公平地；公正地,adv.,fairly (adv.),OK,,,"adv. 美观地, 公平地, 相当地, 清楚地",
faith,信念；信任運的公正地集市,n.,faith (n.),OK,,,"n. 信心, 信任, 忠实, 保证\n[法] 信任, 信仰, 信念",
faithful,忠實的；忠誠的,adj.,faithful (adj.),OK,,,"a. 忠实的, 详确的, 可靠的\nn. 信徒",
fall down,跌倒；倒塌,phr.,fall down (phr.),OK,,,"倒塌, 跌倒; 失败; 趴架; 栽倒",
falter,蹣跚；踉蹌動搖；猶豫,n.,falter (n.),OK,,,"vt. 支吾地说\nvi. 支吾, 蹒跚地走\nn. 颤抖, 支吾, 踌躇",
fame,名譽,n.,fame (n.),OK,,,"n. 名望, 名声, 传说",
familiar,熟悉的；眾所周知的；的；特別的,adj.,familiar (adj.),OK,,,"a. 熟悉的, 常见的, 亲密的\nn. 熟友, 常客",
familiarity,熟悉；通曉,n.,familiarity (n.),OK,,,"n. 熟悉, 精通, 亲密",
familiarize,使熟悉；使熟悉的,adj.,familiarize (adj.),OK,,,"vt. 使熟悉, 使熟知, 使通俗化",
famous,著名的,adj.,famous (adj.),OK,,,"a. 出名的, 极好的",
fan,崇拜者,n.,fan (n.),OK,,,"n. 风扇, 迷, 狂热者, 爱好者\nvt. 煽动, 刺激, 吹拂\nvi. 飘动, 成扇形散开",
fancy,幻想,n.,fancy (n.),OK,,,"n. 想象力, 幻想, 喜好\na. 想象的, 精美的, 新奇的, 奇特的, 高价的, 特级的\nvt. 想象, 设想, 相信, 喜爱\nvi. 想象, 幻想",
fantastic,空想的,adj.,fantastic (adj.),OK,,,"a. 奇妙的, 稀奇的, 空想的",
faraway,遙遠,n.,faraway (n.),OK,,,"a. 遥远的, 恍惚的, 出神的",
fare,票價；票價過活；遭遇,n.,fare (n.),OK,,,"n. 费用, 旅客, 食物\nvi. 进展, 进步, 经营, 过活",
farewell,告別；告別辭,n.,farewell (n.),OK,,,"n. 辞别, 再见, 再会\ninterj. 再会",
farm,農場,n.,farm (n.),OK,,,"n. 农场, 农田\nvt. 耕种\nvi. 种田",
fascinate,迷住；使神,v.,fascinate (v.),OK,,,"vt. 令人入神, 使着迷\nvi. 入迷",
fascination,魅力；陶,n.,fascination (n.),OK,,,"n. 令人着迷的事物, 入迷, 魅力",
fashion,時尚；流行；時髦,n.,fashion (n.),OK,,,"n. 流行, 风尚, 时样\nvt. 形成, 造, 作",
fashionable,流行的；,adj.,fashionable (adj.),OK,,,"a. 时髦的, 上流社会的, 流行的",
fast,快速的；迅速的,adj.,fast (adj.),OK,,,"a. 快速的, 紧的\nadv. 很快地, 紧紧地, 彻底地\nn. 绝食, 斋戒\nvi. 绝食, 斋戒",
fasten,紮牢；繫緊,v.,fasten (v.),OK,,,"vt. 拴紧, 使固定, 系, 集中于, 强加于\nvi. 扣紧",
fatal,命運的；決定命,adj.,fatal (adj.),OK,,,"a. 致命的, 重大的, 命运注定的, 粗心的, 不幸的\n[医] 致命的, 致死的",
fate,命運；天命命定；注定,v.,fate (v.),OK,,,"n. 命运, 运气\nvt. 注定",
father-in-law,岳父,phr.,father-in-law (phr.),OK,,,"n. 公公, 岳父",
fatigue,疲勞；勞累疲勞,n.,fatigue (n.),OK,,,"n. 疲乏, 疲劳\nvt. 使疲劳, 使心智衰弱\nvi. 疲劳\na. 疲劳的",
faucet,水龍頭,n.,faucet (n.),OK,,,"n. 龙头, 开关, 旋塞",
fault,錯誤；失誤美的,adj.,fault (adj.),OK,,,"n. 过错, 故障, 毛病\nvt. 挑剔\nvi. 产生断层, 弄错\n[计] 故障",
faulty,有缺點的；不完,adj.,faulty (adj.),OK,,,"a. 有过失的, 有缺点的, 不完美的, 应受责备的\n[经] 缺点多的",
favor,幫助；善意的行為支持；擁護,n.,favor (n.),OK,,,"n. 好意, 喜爱\nvt. 赐予, 支持, 喜欢, 证实",
favorable,贊同的；稱讚的,adj.,favorable (adj.),OK,,,"a. 有利的, 赞许的, 良好的",
favorite,喜愛的；喜歡；最喜歡的,adj.,favorite (adj.),OK,,,"n. 喜欢的事物, 幸运儿\na. 特别受喜爱的, 喜爱的, 宠爱的, 中意的",
fax,傳真,n.,fax (n.),OK,,,n. 传真\nvt. 发传真\n[计] 传真系统; 传真,
fear,恐懼；恐懼；害怕害,n.,fear (n.),OK,,,"n. 恐怖, 害怕, 担心\nv. 害怕, 恐惧, 为...担心, 敬畏",
feasibility,可行性；可,n.,feasibility (n.),OK,,,"n. 可行性, 可能性\n[化] 可行性",
feasible,可行的；可實,adj.,feasible (adj.),OK,,,"a. 能实行的, 可行的, 适宜的\n[法] 可行的, 可执行的, 可完成的",
feast,宴會；盛宴；筵席,n.,feast (n.),OK,,,"n. 宴会, 酒席, 享受, 节日\nvt. 款待, 享乐, 请客\nvi. 参加宴会, 尽情地吃, 享受",
feast for sb.／sth.,盛宴,phr.,feast for sb.／sth. (phr.),OK,,,,
feat,功績；業績,n.,feat (n.),OK,,,"n. 壮举, 功绩, 技艺表演\na. 灵巧的, 合适的, 整洁的",
feature,特徵；特色以……為特色；是……的特色,n.,feature (n.),OK,,,"n. 面孔的一部分(如眼、口等), 特征, 容貌, 特色, 特写\nvt. 是...的特色, 特写, 放映\nvi. 起重要作用\n[计] 特性",
federal,國家的；聯邦的燒；高度興奮,adj.,federal (adj.),OK,,,"a. 联邦的, 联合的, 同盟的\n[法] 联邦的, 联邦制的, 联盟的",
fee,酬勞；服務費；酬金；服務費付費,n.,fee (n.),OK,,,"n. 费用, 小费, 封地, 所有权\nvt. 付费给",
feed,飼料；牧草餵；飼養,v.,feed (v.),OK,,,"n. 饲料, 一餐, 饲养\nvt. 喂, 饲养, 放牧, 靠...为生\nvi. 吃东西, 用餐, 流入\n[计] 送纸",
feedback,回饋；回饋意見,n.,feedback (n.),OK,,,"n. 反馈, 反应\n[计] 反馈",
feel,感受；體會,v.,feel (v.),OK,,,"vt. 感觉, 觉得, 触摸, 以为\nvi. 有知觉, 摸索, 同情\nn. 感觉, 觉得, 触摸",
feet／foot,足部,n.,feet／foot (n.),OK,,,,
fellow,同伴的；同事的傢伙；人,adj.,fellow (adj.),OK,,,"n. 男人, 朋友, 同事\na. 同伴的, 同事的, 同道的",
fellowship,夥伴關係；交情,n.,fellowship (n.),OK,,,"n. 伙伴关系, 共同参与, 团体, 奖学金, 友谊\n[经] 合伙关系, 研究员薪金, 研究员基金",
female,女性；女性女性的,adj.,female (adj.),OK,,,"n. 女性, 女人, 雌性动物\na. 女性的, 女子的",
feminine,女性的；婦,adj.,feminine (adj.),OK,,,"a. 女性的, 阴性的, 柔弱的\n[医] 女性的, 雌性的",
ferry,渡過；運送擺,n.,ferry (n.),OK,,,"n. 渡船, 渡口\n[法] 摆渡营业权, 轮渡",
fertility,肥沃；豐富,n.,fertility (n.),OK,,,"n. 肥沃, 丰饶, 生产力\n[医] 生育力",
fertilize,使肥沃；施肥,v.,fertilize (v.),OK,,,"vt. 施肥, 使丰饶, 使受精",
fertilizer,肥料,n.,fertilizer (n.),OK,,,"n. 肥料, 促进发展者, 受精媒介物\n[化] 肥料",
festival,節日；節日節日的,adj.,festival (adj.),OK,,,"a. 节日的, 喜庆的, 快乐的\nn. 节日, 庆祝, 欢宴",
fetch,拿來；拿給,n.,fetch (n.),OK,,,"n. 取得, 拿, 诡计, 魂\nvt. 接来, 取来, 售得, 带来, 推出, 引出, 杀死, 吸引, 到达\nvi. 取物, 前进\n[计] 取",
fever,發燒，發熱發,n.,fever (n.),OK,,,"n. 发烧, 发热, 热病\n[医] 发热, 热",
fierce,激烈,n.,fierce (n.),OK,,,"a. 凶猛的, 猛烈的, 热烈的, 暴躁的",
figure,數字,n.,figure (n.),OK,,,"n. 数字, 价格, 图形, 形状\nvt. 描绘, 表示, 演算, 认为\nvi. 计算, 出现, 估计",
file,檔案；卷宗,n.,file (n.),OK,,,"n. 档案, 公文箱, 文件夹, 文件, 卷宗, 锉刀\nvi. 列队行进, 用锉刀做\nvt. 归档, 申请, 锉, 琢磨\n[计] 文件",
